Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type,Type
XXXXXXXXX,Consumer,PR,9221 Cotton Butterfly Terrace,725,3,Footwear,18.23220825,-66.37062836,Europe,Birmingham,Reino Unido,3784,8/17/2015 18:35,15673,191,5,0.050000001,39186,99.98999786,-0.140000001,1,99.98999786,94.98999786,-13.57999992,Northern Europe,Inglaterra,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/21/2015 18:35,Second Class,
XXXXXXXXX,Consumer,PR,4110 Quaking Abbey,725,3,Footwear,18.26521111,-66.37055206,Europe,Amsterdam,Países Bajos,10519,9/23/2015 9:57,18183,278,3.150000095,0.07,45455,44.99000168,0.239999995,1,44.99000168,41.84000015,10.03999996,Western Europe,Holanda Septentrional,COMPLETE,,278,13,,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99000168,0,9/27/2015 9:57,Second Class,
XXXXXXXXX,Consumer,PR,6574 Shady Horse Wood,725,3,Footwear,18.28570366,-66.37050629,Europe,Viena,Austria,7132,10/23/2015 8:31,20234,191,10,0.100000001,50536,99.98999786,0.119999997,1,99.98999786,89.98999786,10.80000019,Western Europe,Viena,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/28/2015 8:31,Second Class,
XXXXXXXXX,Consumer,PR,4555 Amber Apple Cape,725,3,Footwear,18.2968502,-66.37062836,Europe,Viena,Austria,3709,7/11/2015 18:49,13139,191,12,0.119999997,32867,99.98999786,0.189999998,1,99.98999786,87.98999786,16.71999931,Western Europe,Viena,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,7/16/2015 18:49,Second Class,
XXXXXXXXX,Consumer,NY,3675 Emerald Goose Bank,11520,3,Footwear,40.65486527,-73.58707428,USCA,Houston,Estados Unidos,1509,5/8/2016 17:42,33824,278,6.75,0.050000001,84424,44.99000168,0.230000004,3,134.9700012,128.2200012,28.85000038,US Center ,Texas,SUSPECTED_FRAUD,77041,278,13,,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99000168,0,5/13/2016 17:42,Standard Class,
XXXXXXXXX,Consumer,MD,9375 Harvest Circuit,20744,3,Footwear,38.74266434,-76.9917984,USCA,Gilbert,Estados Unidos,1636,4/2/2016 19:51,31364,191,21,0.07,78398,99.98999786,0.479999989,3,299.9700012,278.9700012,133.9100037,West of USA ,Arizona,SUSPECTED_FRAUD,85234,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,4/7/2016 19:51,Standard Class,
XXXXXXXXX,Consumer,CA,3993 Thunder Hills Port,93304,3,Footwear,35.36254501,-119.0186996,USCA,San Jose,Estados Unidos,2784,8/14/2016 2:51,40495,191,27,0.090000004,101052,99.98999786,0.289999992,3,299.9700012,272.9700012,79.16000366,West of USA ,California,SUSPECTED_FRAUD,95123,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/20/2016 2:51,Standard Class,
XXXXXXXXX,Consumer,MD,9375 Harvest Circuit,20744,3,Footwear,38.74266434,-76.9917984,USCA,Gilbert,Estados Unidos,1636,4/2/2016 19:51,31364,191,27,0.090000004,78396,99.98999786,0.07,3,299.9700012,272.9700012,19.11000061,West of USA ,Arizona,SUSPECTED_FRAUD,85234,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,4/7/2016 19:51,Standard Class,
XXXXXXXXX,Consumer,NY,9414 Thunder Island Court,11368,4,Apparel,40.74210739,-73.86962128,USCA,Fresno,Estados Unidos,9174,5/18/2016 16:38,34506,365,9,0.050000001,86191,59.99000168,0.059999999,3,179.9700012,170.9700012,10.77000046,West of USA ,California,SUSPECTED_FRAUD,93727,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/20/2016 16:38,Standard Class,
XXXXXXXXX,Consumer,OH,7573 Cozy Goose Road,45238,4,Apparel,39.28849411,-84.3551178,USCA,Peoria,Estados Unidos,122,5/5/2016 13:40,33607,365,12.60000038,0.07,83892,59.99000168,-1.700000048,3,179.9700012,167.3699951,-284.5299988,West of USA ,Arizona,SUSPECTED_FRAUD,85345,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/8/2016 13:40,Standard Class,
XXXXXXXXX,Consumer,MD,5985 Silent Leaf Vale,20874,4,Apparel,39.1836586,-77.26545715,USCA,Cincinnati,Estados Unidos,3800,4/21/2016 2:50,32617,365,21.60000038,0.119999997,81596,59.99000168,0.439999998,3,179.9700012,158.3699951,69.68000031,East of USA,Ohio,SUSPECTED_FRAUD,45231,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/24/2016 2:50,Standard Class,
XXXXXXXXX,Consumer,TX,1230 Crystal Lookout,75006,5,Golf,32.96593094,-96.84902191,USCA,Columbus,Estados Unidos,10029,7/1/2016 8:10,37496,627,1.200000048,0.01,93579,39.99000168,0.059999999,3,119.9700012,118.7699966,7.480000019,US Center ,Indiana,SUSPECTED_FRAUD,47201,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,7/3/2016 8:10,Standard Class,
XXXXXXXXX,Consumer,MD,5985 Silent Leaf Vale,20874,5,Golf,39.1836586,-77.26545715,USCA,Cincinnati,Estados Unidos,3800,4/21/2016 2:50,32617,567,1.5,0.02,81595,25,0.150000006,3,75,73.5,11.02999973,East of USA,Ohio,SUSPECTED_FRAUD,45231,567,26,,http://images.acmesports.sports/adidas+Men%27s+Germany+Black+Crest+Away+Tee,adidas Men's Germany Black Crest Away Tee,25,0,4/24/2016 2:50,Standard Class,
XXXXXXXXX,Consumer,TX,6350 Lost Hollow,77093,5,Golf,29.83435631,-95.33792877,USCA,Ottawa,Canada,2805,12/17/2016 8:48,49075,502,18,0.119999997,122703,50,-0.189999998,3,150,132,-24.8199997,Canada,Ontario,SUSPECTED_FRAUD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,12/23/2016 8:48,Standard Class,
XXXXXXXXX,Consumer,NY,3675 Emerald Goose Bank,11520,5,Golf,40.65486527,-73.58707428,USCA,Houston,Estados Unidos,1509,5/8/2016 17:42,33824,502,18,0.119999997,84425,50,0.25,3,150,132,33,US Center ,Texas,SUSPECTED_FRAUD,77041,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/13/2016 17:42,Standard Class,
XXXXXXXXX,Consumer,TX,6350 Lost Hollow,77093,5,Golf,29.83435631,-95.33792877,USCA,Ottawa,Canada,2805,12/17/2016 8:48,49075,502,19.5,0.129999995,122700,50,0.280000001,3,150,130.5,36.54000092,Canada,Ontario,SUSPECTED_FRAUD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,12/23/2016 8:48,Standard Class,
XXXXXXXXX,Consumer,PA,4898 Red Butterfly Autoroute,17013,5,Golf,40.2372818,-76.96795654,USCA,Kitchener,Canada,12253,8/30/2016 14:02,41623,627,20.38999939,0.170000002,103905,39.99000168,-0.769999981,3,119.9700012,99.58000183,-76.37000275,Canada,Ontario,SUSPECTED_FRAUD,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,9/3/2016 14:02,Standard Class,
XXXXXXXXX,Consumer,CA,7312 Crystal Willow Villas,90023,5,Golf,34.20339966,-118.6059036,USCA,Philadelphia,Estados Unidos,3528,7/27/2016 6:01,39271,627,20.38999939,0.170000002,98043,39.99000168,0.090000004,3,119.9700012,99.58000183,8.760000229,East of USA,Pensilvania,SUSPECTED_FRAUD,19134,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,7/29/2016 6:01,Standard Class,
XXXXXXXXX,Consumer,HI,9595 Blue Promenade,96706,6,Outdoors,21.31185532,-158.0046844,USCA,Des Plaines,Estados Unidos,11018,7/17/2016 10:14,38598,893,0.75,0.01,96337,24.98999977,0.49000001,3,74.97000122,74.22000122,36.36999893,US Center ,Illinois,SUSPECTED_FRAUD,60016,893,40,,http://images.acmesports.sports/Team+Golf+Pittsburgh+Steelers+Putter+Grip,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,0,7/21/2016 10:14,Standard Class,
XXXXXXXXX,Consumer,NJ,1790 Noble Brook Run,8701,6,Outdoors,40.09635925,-74.21524048,USCA,Elmhurst,Estados Unidos,3222,7/6/2016 10:26,37845,924,7.679999828,0.159999996,94445,15.98999977,0.449999988,3,47.97000122,40.29000092,18.12999916,US Center ,Illinois,SUSPECTED_FRAUD,60126,924,41,,http://images.acmesports.sports/Glove+It+Urban+Brick+Golf+Towel,Glove It Urban Brick Golf Towel,15.98999977,0,7/12/2016 10:26,Standard Class,
XXXXXXXXX,Consumer,NY,2459 Round Spring Towers,13440,4,Apparel,43.21662521,-75.45603943,Africa,Antananarivo,Madagascar,6246,9/9/2016 22:05,42331,365,12,0.050000001,105703,59.99000168,-0.059999999,4,239.9600067,227.9600067,-12.98999977,East Africa,Analamanga,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/11/2016 22:05,Standard Class,
XXXXXXXXX,Consumer,CA,690 Colonial Pine Passage,92083,4,Apparel,33.21121979,-117.2510605,Africa,Algiers,Argelia,8741,8/26/2016 12:38,41345,365,35.99000168,0.150000006,103211,59.99000168,0.360000014,4,239.9600067,203.9700012,74.04000092,North Africa,Alger,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/1/2016 12:38,Standard Class,
XXXXXXXXX,Consumer,TX,739 Jagged Goose Street,76106,5,Golf,32.8013916,-97.3302536,Africa,Monrovia,Liberia,8050,1/16/2017 22:04,51168,502,0,0,127882,50,0.449999988,4,200,200,90,West Africa,Montserrado,CANCELED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,1/20/2017 22:04,Standard Class,
XXXXXXXXX,Consumer,TX,739 Jagged Goose Street,76106,5,Golf,32.8013916,-97.3302536,Africa,Monrovia,Liberia,8050,1/16/2017 22:04,51168,627,3.200000048,0.02,127881,39.99000168,-0.01,4,159.9600067,156.7599945,-2.190000057,West Africa,Montserrado,CANCELED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/20/2017 22:04,Standard Class,
XXXXXXXXX,Consumer,WI,29 Gentle Spring Mews,54935,5,Golf,43.78569031,-88.47438049,Africa,Jartum,Sudán,5474,9/28/2016 10:19,43599,502,11,0.059999999,108885,50,0.449999988,4,200,189,85.05000305,North Africa,Jartum,CANCELED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,10/3/2016 10:19,Standard Class,
